GISAID_Country	FluNet_Country	Collection_Year_Month	Flunet_ISO_WEEK_STARTDATE	#GISAID_Samples	#FluNet_Cases	#FluNet_Cases/#GISAID_Samples	200_days_#FluNet_Cases/#GISAID_Samples	Smoothed_#FluNet_Cases/#GISAID_Samples	200_days_smoothed_#FluNet_Cases/#GISAID_Samples	Yearly_Median_#FluNet_Cases/#GISAID_Samples	Accession_IDs
china	china	2017-02	2017-02-27	86.0	8.0	0.09302325581395349	0.048451885603588395	0.05195244430401083	0.023220744924455337	0.0	EPI_ISL_250315,EPI_ISL_250316,EPI_ISL_250317,EPI_ISL_257341,EPI_ISL_257981,EPI_ISL_257986,EPI_ISL_257987,EPI_ISL_257988,EPI_ISL_257989,EPI_ISL_257990,EPI_ISL_257993,EPI_ISL_257995,EPI_ISL_258001,EPI_ISL_258008,EPI_ISL_258009,EPI_ISL_258013,EPI_ISL_258014,EPI_ISL_258015,EPI_ISL_258016,EPI_ISL_258017,EPI_ISL_258026,EPI_ISL_258030,EPI_ISL_258031,EPI_ISL_258032,EPI_ISL_258033,EPI_ISL_258035,EPI_ISL_258036,EPI_ISL_258215,EPI_ISL_258216,EPI_ISL_258409,EPI_ISL_261072,EPI_ISL_267759,EPI_ISL_267760,EPI_ISL_267761,EPI_ISL_268498,EPI_ISL_268499,EPI_ISL_268500,EPI_ISL_268501,EPI_ISL_268502,EPI_ISL_268503,EPI_ISL_268504,EPI_ISL_268512,EPI_ISL_268523,EPI_ISL_268524,EPI_ISL_268525,EPI_ISL_268526,EPI_ISL_269511,EPI_ISL_269513,EPI_ISL_282151,EPI_ISL_282155,EPI_ISL_282156,EPI_ISL_284979,EPI_ISL_284984,EPI_ISL_284985,EPI_ISL_284986,EPI_ISL_284993,EPI_ISL_285018,EPI_ISL_285129,EPI_ISL_285131,EPI_ISL_285132,EPI_ISL_285133,EPI_ISL_285134,EPI_ISL_285148,EPI_ISL_285149,EPI_ISL_285169,EPI_ISL_285203,EPI_ISL_285214,EPI_ISL_285218,EPI_ISL_285220,EPI_ISL_285225,EPI_ISL_285263,EPI_ISL_285268,EPI_ISL_285275,EPI_ISL_285276,EPI_ISL_285277,EPI_ISL_285305,EPI_ISL_285320,EPI_ISL_285321,EPI_ISL_285322,EPI_ISL_285574,EPI_ISL_285584,EPI_ISL_285588,EPI_ISL_285589,EPI_ISL_294203,EPI_ISL_327778,EPI_ISL_378704
china	china	2017-03	2017-03-27	46.0	3.0	0.06521739130434782	0.04785795153442213	0.05593192840411192	0.030611906907445374	0.0	EPI_ISL_257729,EPI_ISL_259757,EPI_ISL_267762,EPI_ISL_267763,EPI_ISL_267764,EPI_ISL_268505,EPI_ISL_268506,EPI_ISL_268507,EPI_ISL_268508,EPI_ISL_268509,EPI_ISL_269512,EPI_ISL_273351,EPI_ISL_273352,EPI_ISL_273353,EPI_ISL_284994,EPI_ISL_285023,EPI_ISL_285024,EPI_ISL_285137,EPI_ISL_285138,EPI_ISL_285139,EPI_ISL_285140,EPI_ISL_285143,EPI_ISL_285144,EPI_ISL_285145,EPI_ISL_285146,EPI_ISL_285147,EPI_ISL_285170,EPI_ISL_285171,EPI_ISL_285172,EPI_ISL_285173,EPI_ISL_285215,EPI_ISL_285216,EPI_ISL_285217,EPI_ISL_285221,EPI_ISL_285278,EPI_ISL_285564,EPI_ISL_285565,EPI_ISL_285566,EPI_ISL_285567,EPI_ISL_285568,EPI_ISL_285570,EPI_ISL_285571,EPI_ISL_285572,EPI_ISL_285573,EPI_ISL_297774,EPI_ISL_378705
china	china	2017-04	2017-04-24	44.0	1.0	0.022727272727272728	0.04783038569803276	0.04597053170106016	0.035777450544621586	0.0	EPI_ISL_266935,EPI_ISL_266936,EPI_ISL_269517,EPI_ISL_273354,EPI_ISL_284995,EPI_ISL_284996,EPI_ISL_284997,EPI_ISL_284998,EPI_ISL_284999,EPI_ISL_285000,EPI_ISL_285001,EPI_ISL_285002,EPI_ISL_285003,EPI_ISL_285019,EPI_ISL_285116,EPI_ISL_285117,EPI_ISL_285150,EPI_ISL_285151,EPI_ISL_285152,EPI_ISL_285153,EPI_ISL_285154,EPI_ISL_285155,EPI_ISL_285156,EPI_ISL_285157,EPI_ISL_285174,EPI_ISL_285175,EPI_ISL_285219,EPI_ISL_285223,EPI_ISL_285250,EPI_ISL_285254,EPI_ISL_285279,EPI_ISL_285280,EPI_ISL_285281,EPI_ISL_285282,EPI_ISL_285283,EPI_ISL_285284,EPI_ISL_285285,EPI_ISL_285287,EPI_ISL_285288,EPI_ISL_285289,EPI_ISL_285290,EPI_ISL_285301,EPI_ISL_285302,EPI_ISL_378706
china	china	2017-05	2017-05-29	44.0	0.0	0.0	0.042882414763753506	0.032179372190742114	0.03790893981036116	0.0	EPI_ISL_269516,EPI_ISL_269518,EPI_ISL_276781,EPI_ISL_276782,EPI_ISL_276787,EPI_ISL_284987,EPI_ISL_284988,EPI_ISL_285004,EPI_ISL_285005,EPI_ISL_285006,EPI_ISL_285007,EPI_ISL_285008,EPI_ISL_285012,EPI_ISL_285017,EPI_ISL_285020,EPI_ISL_285021,EPI_ISL_285111,EPI_ISL_285158,EPI_ISL_285159,EPI_ISL_285160,EPI_ISL_285161,EPI_ISL_285162,EPI_ISL_285163,EPI_ISL_285164,EPI_ISL_285165,EPI_ISL_285176,EPI_ISL_285177,EPI_ISL_285258,EPI_ISL_285259,EPI_ISL_285260,EPI_ISL_285261,EPI_ISL_285269,EPI_ISL_285270,EPI_ISL_285271,EPI_ISL_285286,EPI_ISL_285291,EPI_ISL_285292,EPI_ISL_285293,EPI_ISL_285294,EPI_ISL_285295,EPI_ISL_285296,EPI_ISL_285297,EPI_ISL_285300,EPI_ISL_292347
china	china	2017-06	2017-06-26	18.0	0.0	0.0	0.044413929576744705	0.02252556053351948	0.03986043674027622	0.0	EPI_ISL_266963,EPI_ISL_285009,EPI_ISL_285010,EPI_ISL_285011,EPI_ISL_285013,EPI_ISL_285022,EPI_ISL_285178,EPI_ISL_285179,EPI_ISL_285262,EPI_ISL_285298,EPI_ISL_285299,EPI_ISL_285303,EPI_ISL_285306,EPI_ISL_285307,EPI_ISL_285308,EPI_ISL_285556,EPI_ISL_295549,EPI_ISL_697599
china	china	2017-07	2017-07-31	1.0	0.0	0.0	0.04121418936124819	0.015767892373463634	0.04026656252656781	0.0	EPI_ISL_314056
china	china	2017-08	2017-08-28	4.0	0.0	0.0	0.02077243941054683	0.011037524661424544	0.034418325591761514	0.0	EPI_ISL_338377,EPI_ISL_338378,EPI_ISL_338379,EPI_ISL_339477
china	china	2017-09	2017-09-25	0.0	0.0	0.0	0.007518796992481203	0.00772626726299718	0.02634846701197742	0.0	
china	china	2017-10	2017-10-30	0.0	0.0	0.0	0.0	0.005408387084098025	0.018443926908384194	0.0	
china	china	2017-11	2017-11-27	1.0	0.0	0.0	0.0	0.0037858709588686175	0.012910748835868935	0.0	EPI_ISL_337278
china	china	2017-12	2017-12-25	0.0	0.0	0.0	0.0	0.002650109671208032	0.009037524185108253	0.0	
china	china	2018-01	2018-01-29	1.0	0.0	0.0	0.0	0.0018550767698456224	0.006326266929575777	0.0	EPI_ISL_325939
china	china	2018-02	2018-02-26	0.0	0.0	0.0	0.0	0.0012985537388919355	0.004428386850703044	0.0	
china	china	2018-03	2018-03-26	0.0	0.0	0.0	0.0	0.0009089876172243548	0.0030998707954921307	0.0	
china	china	2018-04	2018-04-30	1.0	0.0	0.0	0.0	0.0006362913320570484	0.0021699095568444913	0.0	EPI_ISL_372783
china	china	2018-05	2018-05-28	0.0	0.0	0.0	0.0	0.00044540393243993384	0.001518936689791144	0.0	
china	china	2018-06	2018-06-25	0.0	0.0	0.0	0.0	0.00031178275270795367	0.0010632556828538008	0.0	
china	china	2018-07	2018-07-30	0.0	0.0	0.0	0.0	0.00021824792689556754	0.0007442789779976605	0.0	
china	china	2018-08	2018-08-27	0.0	0.0	0.0	0.0	0.00015277354882689727	0.0005209952845983624	0.0	
china	china	2018-09	2018-09-24	0.0	0.0	0.0	0.0	0.00010694148417882808	0.0003646966992188536	0.0	
china	china	2018-10	2018-10-29	0.0	0.0	0.0	0.0	7.485903892517966e-05	0.00025528768945319753	0.0	
china	china	2018-11	2018-11-26	0.0	0.0	0.0	0.0	5.2401327247625755e-05	0.00017870138261723826	0.0	
china	china	2018-12	2018-12-31	0.0	0.0	0.0	0.0	3.6680929073338026e-05	0.00012509096783206678	0.0	
china	china	2019-01	2019-01-28	0.0	0.0	0.0	0.0	2.5676650351336616e-05	8.756367748244674e-05	0.0	
china	china	2019-02	2019-02-25	0.0	0.0	0.0	0.0	1.797365524593563e-05	6.129457423771272e-05	0.0	
china	china	2019-03	2019-03-25	0.0	0.0	0.0	0.0	1.258155867215494e-05	4.29062019663989e-05	0.0	
china	china	2019-04	2019-04-29	8.0	0.0	0.0	0.0	8.807091070508457e-06	3.0034341376479227e-05	0.0	EPI_ISL_353990,EPI_ISL_353991,EPI_ISL_353992,EPI_ISL_353993,EPI_ISL_353994,EPI_ISL_353997,EPI_ISL_353998,EPI_ISL_353999
china	china	2019-05	2019-05-27	0.0	0.0	0.0	0.0	6.16496374935592e-06	2.1024038963535456e-05	0.0	
china	china	2019-06	2019-06-24	0.0	0.0	0.0	0.0	4.315474624549143e-06	1.4716827274474818e-05	0.0	
china	china	2019-07	2019-07-29	0.0	0.0	0.0	0.0	3.0208322371844002e-06	1.0301779092132371e-05	0.0	
china	china	2019-08	2019-08-26	0.0	0.0	0.0	0.0	2.11458256602908e-06	7.211245364492659e-06	0.0	
china	china	2019-09	2019-09-30	0.0	0.0	0.0	0.0	1.480207796220356e-06	5.047871755144861e-06	0.0	
china	china	2019-10	2019-10-28	0.0	0.0	0.0	0.0	1.036145457354249e-06	3.5335102286014023e-06	0.0	
china	china	2019-11	2019-11-25	0.0	0.0	0.0	0.0	7.253018201479743e-07	2.4734571600209816e-06	0.0	
china	china	2019-12	2019-12-30	0.0	0.0	0.0	0.0	5.07711274103582e-07	1.731420012014687e-06	0.0	
china	china	2020-01	2020-01-27	0.0	0.0	0.0	0.0	3.553978918725074e-07	1.2119940084102808e-06	0.0	
china	china	2020-02	2020-02-24	0.0	0.0	0.0	0.0	2.487785243107552e-07	8.483958058871965e-07	0.0	
china	china	2020-03	2020-03-30	0.0	0.0	0.0	0.0	1.7414496701752862e-07	5.938770641210376e-07	0.0	
china	china	2020-04	2020-04-27	0.0	0.0	0.0	0.0	1.2190147691227003e-07	4.157139448847263e-07	0.0	
china	china	2020-05	2020-05-25	0.0	0.0	0.0	0.0	8.533103383858902e-08	2.909997614193084e-07	0.0	
china	china	2020-06	2020-06-29	0.0	0.0	0.0	0.0	5.973172368701231e-08	2.0369983299351586e-07	0.0	
china	china	2020-07	2020-07-27	0.0	0.0	0.0	0.0	4.181220658090862e-08	1.425898830954611e-07	0.0	
china	china	2020-08	2020-08-31	0.0	0.0	0.0	0.0	2.9268544606636033e-08	9.981291816682276e-08	0.0	
china	china	2020-09	2020-09-28	0.0	0.0	0.0	0.0	2.0487981224645223e-08	6.986904271677592e-08	0.0	
china	china	2020-10	2020-10-26	0.0	0.0	0.0	0.0	1.4341586857251654e-08	4.890832990174314e-08	0.0	
china	china	2020-11	2020-11-30	0.0	0.0	0.0	0.0	1.0039110800076157e-08	3.4235830931220195e-08	0.0	
china	china	2020-12	2020-12-28	0.0	0.0	0.0	0.0	7.027377560053309e-09	2.3965081651854136e-08	0.0	
china	china	2021-01	2021-01-25	0.0	0.0	0.0	0.0	4.9191642920373166e-09	1.6775557156297893e-08	0.0	
china	china	2021-02	2021-02-22	0.0	0.0	0.0	0.0	3.443415004426121e-09	1.1742890009408524e-08	0.0	
china	china	2021-03	2021-03-29	0.0	0.0	0.0	0.0	2.4103905030982845e-09	8.220023006585967e-09	0.0	
china	china	2021-04	2021-04-26	0.0	0.0	0.0	0.0	1.687273352168799e-09	5.754016104610176e-09	0.0	
china	china	2021-05	2021-05-31	0.0	0.0	0.0	0.0	1.1810913465181593e-09	4.027811273227123e-09	0.0	
china	china	2021-06	2021-06-28	0.0	0.0	0.0	0.0	8.267639425627114e-10	2.819467891258986e-09	0.0	
china	china	2021-07	2021-07-26	0.0	0.0	0.0	0.0	5.78734759793898e-10	1.9736275238812903e-09	0.0	
china	china	2021-08	2021-08-30	0.0	0.0	0.0	0.0	4.0511433185572854e-10	1.3815392667169032e-09	0.0	
china	china	2021-09	2021-09-27	0.0	0.0	0.0	0.0	2.8358003229900996e-10	9.670774867018323e-10	0.0	
china	china	2021-10	2021-10-25	0.0	0.0	0.0	0.0	1.9850602260930696e-10	6.769542406912826e-10	0.0	
china	china	2021-11	2021-11-29	0.0	0.0	0.0	0.0	1.3895421582651487e-10	4.738679684838978e-10	0.0	
china	china	2021-12	2021-12-27	0.0	0.0	0.0	0.0	9.72679510785604e-11	3.3170757793872843e-10	0.0	
china	china	2022-01	2022-01-31	0.0	0.0	0.0	0.0	6.808756575499227e-11	2.3219530455710988e-10	0.0	
china	china	2022-02	2022-02-28	0.0	0.0	0.0	0.0	4.766129602849459e-11	1.6253671318997691e-10	0.0	
china	china	2022-03	2022-03-28	0.0	0.0	0.0	0.0	3.3362907219946206e-11	1.1377569923298383e-10	0.0	
china	china	2022-04	2022-04-25	0.0	0.0	0.0	0.0	2.3354035053962344e-11	7.964298946308867e-11	0.0	
china	china	2022-05	2022-05-30	0.0	0.0	0.0	0.0	1.634782453777364e-11	5.5750092624162065e-11	0.0	
china	china	2022-06	2022-06-27	0.0	0.0	0.0	0.0	1.1443477176441548e-11	3.9025064836913446e-11	0.0	
china	china	2022-07	2022-07-25	0.0	0.0	0.0	0.0	8.010434023509082e-12	2.7317545385839412e-11	0.0	
china	china	2022-08	2022-08-29	0.0	0.0	0.0	0.0	5.6073038164563575e-12	1.9122281770087588e-11	0.0	
china	china	2022-09	2022-09-26	0.0	0.0	0.0	0.0	3.92511267151945e-12	1.338559723906131e-11	0.0	
china	china	2022-10	2022-10-31	0.0	0.0	0.0	0.0	2.7475788700636148e-12	9.369918067342916e-12	0.0	
china	china	2022-11	2022-11-28	0.0	0.0	0.0	0.0	1.92330520904453e-12	6.558942647140041e-12	0.0	
china	china	2022-12	2022-12-26	0.0	0.0	0.0	0.0	1.3463136463311709e-12	4.591259852998028e-12	0.0	
china	china	2023-01	2023-01-30	0.0	0.0	0.0	0.0	9.424195524318196e-13	3.2138818970986195e-12	0.0	
china	china	2023-02	2023-02-27	0.0	0.0	0.0	0.0	6.596936867022737e-13	2.2497173279690334e-12	0.0	
china	china	2023-03	2023-03-27	0.0	0.0	0.0	0.0	4.617855806915916e-13	1.5748021295783232e-12	0.0	
china	china	2023-04	2023-04-24	0.0	0.0	0.0	0.0	3.232499064841141e-13	1.1023614907048263e-12	0.0	
china	china	2023-05	2023-05-29	0.0	0.0	0.0	0.0	2.2627493453887983e-13	7.716530434933783e-13	0.0	
china	china	2023-06	2023-06-26	0.0	0.0	0.0	0.0	1.5839245417721587e-13	5.401571304453648e-13	0.0	
china	china	2023-07	2023-07-31	0.0	0.0	0.0	0.0	1.108747179240511e-13	3.7810999131175533e-13	0.0	
china	china	2023-08	2023-08-28	0.0	0.0	0.0	0.0	7.761230254683577e-14	2.6467699391822874e-13	0.0	
china	china	2023-09	2023-09-25	0.0	0.0	0.0	0.0	5.4328611782785034e-14	1.8527389574276012e-13	0.0	
china	china	2023-10	2023-10-30	0.0	0.0	0.0	0.0	3.803002824794952e-14	1.2969172701993208e-13	0.0	
china	china	2023-11	2023-11-27	0.0	0.0	0.0	0.0	2.6621019773564663e-14	9.078420891395245e-14	0.0	
china	china	2023-12	2023-12-25	0.0	0.0	0.0	0.0	1.8634713841495263e-14	6.354894623976672e-14	0.0	
china	china	2024-01	2024-01-29	0.0	0.0	0.0	0.0	1.3044299689046683e-14	4.44842623678367e-14	0.0	
china	china	2024-02	2024-02-26	0.0	0.0	0.0	0.0	9.131009782332678e-15	3.113898365748569e-14	0.0	
china	china	2024-03	2024-03-25	0.0	0.0	0.0	0.0	6.391706847632874e-15	2.1797288560239982e-14	0.0	
china	china	2024-04	2024-04-29	0.0	0.0	0.0	0.0	4.474194793343012e-15	1.5258101992167987e-14	0.0	
china	china	2024-05	2024-05-27	0.0	0.0	0.0	0.0	3.1319363553401083e-15	1.0680671394517591e-14	0.0	
china	china	2024-06	2024-06-24	0.0	0.0	0.0	0.0	2.1923554487380758e-15	7.476469976162313e-15	0.0	
china	china	2024-07	2024-07-29	0.0	0.0	0.0	0.0	1.5346488141166529e-15	5.233528983313619e-15	0.0	
china	china	2024-08	2024-08-26	0.0	0.0	0.0	0.0	1.074254169881657e-15	3.663470288319533e-15	0.0	
china	china	2024-09	2024-09-30	0.0	0.0	0.0	0.0	7.519779189171598e-16	2.564429201823673e-15	0.0	
china	china	2024-10	2024-10-28	0.0	0.0	0.0	0.0	5.263845432420119e-16	1.7951004412765712e-15	0.0	
china	china	2024-11	2024-11-25	0.0	0.0	0.0	0.0	3.6846918026940832e-16	1.2565703088935999e-15	0.0	
china	china	2024-12	2024-12-30	0.0	0.0	0.0	0.0	2.579284261885858e-16	8.7959921622551985e-16	0.0	
china	china	2025-01	2025-01-27	0.0	0.0	0.0	0.0	1.8054989833201006e-16	6.157194513578639e-16	0.0	
china	china	2025-02	2025-02-24	0.0	0.0	0.0	0.0	1.2638492883240704e-16	4.310036159505047e-16	0.0	
china	china	2025-03	2025-03-31	0.0	0.0	0.0	0.0	8.846945018268492e-17	3.017025311653533e-16	0.0	
china	china	2025-04	2025-04-28	0.0	0.0	0.0	0.0	6.192861512787945e-17	2.111917718157473e-16	0.0	
china	china	2025-05	2025-05-26	0.0	0.0	0.0	0.0	4.335003058951561e-17	1.478342402710231e-16	0.0	
china	china	2025-06	2025-06-30	0.0	0.0	0.0	0.0	3.0345021412660924e-17	1.0348396818971616e-16	0.0	
china	china	2025-07	2025-07-28	0.0	0.0	0.0	0.0	2.1241514988862645e-17	7.243877773280131e-17	0.0	
malaysia	malaysia	2015-07	2015-07-27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
malaysia	malaysia	2015-08	2015-08-31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
malaysia	malaysia	2015-09	2015-09-28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
malaysia	malaysia	2015-10	2015-10-26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
malaysia	malaysia	2015-11	2015-11-30	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
malaysia	malaysia	2015-12	2015-12-28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
malaysia	malaysia	2016-01	2016-01-25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
malaysia	malaysia	2016-02	2016-02-29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
malaysia	malaysia	2016-03	2016-03-28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
malaysia	malaysia	2016-04	2016-04-25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
malaysia	malaysia	2016-05	2016-05-30	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
malaysia	malaysia	2016-06	2016-06-27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
malaysia	malaysia	2016-07	2016-07-25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
malaysia	malaysia	2016-08	2016-08-29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
